SURVEY_INFO,esdate,towncode,ward,respid,BACKGROUND,gender,age,hhsize,educ,religion,leavemonr2w,leavemonr2wwhere,returnmonr2w,returnmonr2wwhere,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,ehotline,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,notreatmentj26,under5,childsick,childsickcare,childsicknocareebola,childsickcarewhereelse,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,egroupa,egroupct,emtgs,emtgswho,corganizedae,csafeburial,bucket,handsanitizer,shakehands,secretburials,hidecases,breakcurfew,havefun,ECONOMIC_FOOD_IMPACTS,nocashjuly,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation,losejob,workless,famlosejob,famworkless,nofoodjuly,nofoodworry7d,skipmeals,limitmealsize,borrowfood,badfood,childmeals,childmealsnormal,bedhungry2w,CONCLUSION,willshare,angry,distractions
,"12/10/2014 11:23:12",2048,"Z1600-Caldwell",2048133,,"1-Male",51,4,"3-Some junior high","1-Christian","0-No","","0-No","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","2-Fever;4-Headache;10-Red eyes",2,"0-No","Y","Y","Y","Y",,"0-Never",2,"Y","Y","","","N","","","",,"1-Yes","1-Yes",2,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",8,0,,"3-Many times",0,"88-N/A",4000,"1-LD","88-Other","N","Y","N","Y","3-Many times","Y",3,4,0,4,2,3,3,,"Y","N","0-None"
,"12/10/2014 9:49:18",2048,"Z1600-Caldwell",2048132,,"2-Female",39,6,"3-Some junior high","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;4-Headache;8-Stomach pain;10-Red eyes;18-Cough",3,"0-No","N","Y","Y","N",,"1-Just once or twice",1,"Y","N","","88-Other","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",0,"1-LD",800,"1-LD","0-None","N","Y","Y","Y","2-Several times","Y",2,2,3,3,2,3,0,,"Y","N","88-Other"
,"12/10/2014 9:42:02",2048,"Z1600-Caldwell",2048162,,"1-Male",61,12,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes",21,"0-No","N","Y","Y","N",,"0-Never",3,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","97-Do not know","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",550,"1-LD",2000,"1-LD","3-Sales and services","N","N","N","N","0-Never","Y",0,0,0,2,2,2,0,,"Y","N","0-None"
,"12/10/2014 12:37:06",2048,"Z1600-Caldwell",2048134,,"2-Female",24,6,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;2-Fever;8-Stomach pain;9-Rash;10-Red eyes",21,"1-Yes","N","Y","Y","N",,"0-Never",2,"Y","Y","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"1-Just once or twice",0,"88-N/A",300,"1-LD","4-Skilled manual","N","Y","Y","Y","2-Several times","Y",3,3,2,4,2,3,0,,"Y","N","0-None"
,"12/9/2014 15:53:53",2048,"Z1600-Caldwell",2048131,,"1-Male",37,6,"2-Completed ABC","1-Christian","","","","",,"1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;10-Red eyes",3,"1-Yes","N","Y","Y","N",,"0-Never",1,"Y","Y","","","N","","","",,"0-No","0-No",0,"88-Other","0-Disagree","0-Disagree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",70,"1-LD",65,"2-USD","4-Skilled manual","Y","Y","Y","Y","2-Several times","Y",4,4,0,4,1,2,2,,"Y","N","0-None"
,"12/10/2014 12:54:24",2048,"Z1600-Caldwell",2048114,,"2-Female",47,13,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;2-Fever;4-Headache;8-Stomach pain",7,"0-No","N","Y","N","N",,"2-Several times",3,"Y","N","","6-Family or self","Y","N","","",,"1-Yes","0-No",0,"","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,4,,"3-Many times",500,"1-LD",5000,"1-LD","88-Other","Y","Y","Y","Y","3-Many times","Y",3,4,2,4,1,2,3,,"Y","Y","2-Child present;88-Other"
,"12/10/2014 12:49:22",2048,"Z1600-Caldwell",2048154,,"1-Male",51,5,"8-Completed university","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups;12-Bleeding;13-Fatigue;14-Bruising;15-Chills;16-Weight loss;17-Chest pain;18-Cough",21,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","0-No","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",200,"2-USD",500,"2-USD","1-Professional","N","N","N","N","0-Never","N",0,0,0,0,0,3,3,,"Y","N","0-None"
,"12/10/2014 10:16:10",2048,"Z1600-Caldwell",2048192,,"1-Male",50,6,"8-Completed university","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac","7-Weakness;10-Red eyes",21,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","Y","Y","","2-Hospital",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"1-Just once or twice",100,"1-LD",150,"1-LD","1-Professional","Y","Y","N","Y","1-Just once or twice","Y",2,2,0,0,1,2,0,,"Y","N","0-None"
,"12/9/2014 15:53:23",2048,"Z1600-Caldwell",2048161,,"2-Female",41,6,"2-Completed ABC","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes",2,"0-No","N","Y","Y","N",,"0-Never",2,"Y","Y","","","Y","Y","","1-Clinic",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,2,,"1-Just once or twice",1200,"1-LD",6000,"1-LD","3-Sales and services","N","N","Y","N","0-Never","Y",0,2,0,1,2,2,0,,"Y","N","0-None"
,"12/10/2014 9:46:49",2048,"Z1600-Caldwell",2048152,,"2-Female",46,4,"0-None","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business","1-Vomiting;2-Fever;4-Headache;5-Joint and muscle pain;7-Weakness",0,"0-No","N","Y","Y","N",,"2-Several times",2,"Y","Y","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","0-No","0-No","1-Yes","0-No","0-No",0,0,,"2-Several times",100,"1-LD",1500,"1-LD","5-Unskilled manual","Y","Y","Y","Y","2-Several times","Y",7,7,3,3,1,2,6,,"Y","Y","0-None"
,"12/9/2014 15:52:09",2048,"Z1600-Caldwell",2048191,,"1-Male",27,6,"7-Some university","2-Muslim","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness",5,"1-Yes","N","Y","N","N",,"0-Never",3,"Y","Y","","","N","","","",,"1-Yes","1-Yes",3,"3-Community members;88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",1500,"1-LD","4-Skilled manual","Y","Y","Y","Y","3-Many times","Y",7,7,3,7,1,3,3,,"Y","N","3-Spouse present;4-Friend present"
,"12/10/2014 12:52:50",2048,"Z1600-Caldwell",2048164,,"1-Male",49,8,"2-Completed ABC","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes;18-Cough",21,"0-No","N","Y","Y","N",,"0-Never",1,"Y","N","","88-Other","N","","","",,"0-No","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",1000,"1-LD",2500,"1-LD","4-Skilled manual","N","N","N","N","0-Never","Y",0,2,0,2,2,2,0,,"Y","N","0-None"
,"12/10/2014 11:20:13",2048,"Z1600-Caldwell",2048113,,"2-Female",40,12,"1-Some ABC","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea",0,"0-No","Y","N","N","N",,"4-Always",3,"Y","N","","6-Family or self","Y","N","","",,"1-Yes","0-No",0,"","1-Agree","1-Agree","0-No","0-No","1-Yes","1-Yes","1-Yes",4,2,,"2-Several times",1000,"1-LD",3500,"1-LD","88-Other","Y","Y","N","N","2-Several times","Y",0,0,1,2,1,2,0,,"Y","Y","2-Child present;4-Friend present;88-Other"
,"12/10/2014 12:34:51",2048,"Z1600-Caldwell",2048194,,"2-Female",38,10,"3-Some junior high","1-Christian","0-No","","0-No","",,"97-Dont know","1-Vomiting;3-Diarrhea",0,"0-No","N","N","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",7,0,,"0-Never",0,"1-LD",300,"1-LD","3-Sales and services","Y","Y","Y","Y","0-Never","Y",0,7,0,2,1,2,0,,"N","N","2-Child present"
,"12/10/2014 9:40:56",2048,"Z1600-Caldwell",2048112,,"1-Male",33,3,"3-Some junior high","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;9-Rash;10-Red eyes;88-Other",21,"0-No","Y","Y","Y","Y",,"2-Several times",1,"Y","N","","6-Family or self","Y","N","","",,"1-Yes","0-No",0,"","0-Disagree","1-Agree","0-No","0-No","1-Yes","0-No","0-No",0,0,,"2-Several times",1500,"1-LD",75,"2-USD","4-Skilled manual","Y","Y","Y","Y","2-Several times","Y",0,2,0,4,1,2,1,,"Y","N","0-None"
,"12/7/2014 14:04:05",2049,"Z200-Logan Town",2049125,,"2-Female",25,10,"7-Some university","1-Christian","","","","",,"4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;4-Headache;10-Red eyes;11-Hiccups",21,"0-No","N","Y","N","N",,"0-Never",0,"","","","","N","","","",,"0-No","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"2-Several times",1000,"1-LD",3000,"1-LD","4-Skilled manual","Y","Y","Y","Y","0-Never","Y",0,3,0,0,2,2,1,,"Y","N","0-None"
,"12/7/2014 12:26:43",2049,"Z200-Logan Town",2049123,,"1-Male",25,1,"7-Some university","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;3-Diarrhea;4-Headache;12-Bleeding;88-Other",21,"0-No","N","Y","Y","N",,"1-Just once or twice",0,"","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","1-Yes","0-No","0-No",0,0,,"2-Several times",80,"2-USD",250,"2-USD","4-Skilled manual","N","Y","N","N","2-Several times","N",2,2,2,1,99,99,99,,"Y","N","0-None"
,"12/7/2014 11:38:54",2049,"Z200-Logan Town",2049122,,"1-Male",54,10,"7-Some university","1-Christian","0-No","","0-No","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;12-Bleeding;88-Other",4,"0-No","N","Y","Y","N",,"2-Several times",0,"","","","","N","","","",,"1-Yes","0-No",2,"4-NGOs","1-Agree","1-Agree","1-Yes","0-No","0-No","1-Yes","0-No",0,0,,"2-Several times",0,"88-N/A",0,"88-N/A","1-Professional","N","Y","N","Y","0-Never","N",7,7,0,0,1,2,0,,"Y","N","0-None"
,"12/7/2014 16:03:51",2049,"Z200-Logan Town",2049127,,"2-Female",50,20,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other","1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;9-Rash;10-Red eyes;18-Cough;88-Other",21,"0-No","N","Y","Y","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","97-Do not know","0-No","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",500,"1-LD","5-Unskilled manual","Y","Y","Y","Y","2-Several times","Y",2,2,2,3,2,4,2,,"Y","N","0-None"
,"12/7/2014 15:20:13",2049,"Z200-Logan Town",2049126,,"2-Female",49,12,"5-Some high school","1-Christian","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness",5,"0-No","N","Y","N","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",2,"4-NGOs;5-Government agency","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",45,"2-USD","4-Skilled manual","Y","Y","N","Y","3-Many times","Y",1,7,0,7,2,3,1,,"Y","N","0-None"
,"12/7/2014 15:18:46",2049,"Z200-Logan Town",2049106,,"2-Female",28,4,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes",21,"0-No","Y","Y","N","N",,"1-Just once or twice",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","1-Yes","0-No","0-No",2,0,,"1-Just once or twice",500,"1-LD",1000,"1-LD","3-Sales and services","N","N","N","N","0-Never","N",0,0,0,0,3,3,0,,"Y","N","0-None"
,"12/7/2014 13:16:09",2049,"Z200-Logan Town",2049124,,"1-Male",39,3,"6-Completed high school","1-Christian","1-Yes","1-Bomi","0-No","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;8-Stomach pain;88-Other",3,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",80,"2-USD","4-Skilled manual","Y","Y","Y","Y","3-Many times","Y",7,7,7,7,99,99,99,,"Y","N","0-None"
,"12/7/2014 13:58:58",2049,"Z200-Logan Town",2049105,,"2-Female",52,15,"7-Some university","2-Muslim","","","","",,"88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",0,"0-No","N","Y","Y","N",,"0-Never",6,"Y","N","","88-Other","Y","Y","","1-Clinic",,"0-No","0-No",0,"88-Other","1-Agree","97-Do not know","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"2-Several times",500,"1-LD",3000,"1-LD","1-Professional","N","Y","Y","Y","1-Just once or twice","N",0,2,0,3,2,4,0,,"Y","N","0-None"
,"12/7/2014 13:55:16",2049,"Z200-Logan Town",20491412,,"1-Male",39,5,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes",21,"0-No","N","N","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",0,"3-Community members","0-Disagree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",600,"1-LD",15,"2-USD","4-Skilled manual","Y","Y","Y","Y","2-Several times","Y",5,3,0,2,2,3,0,,"Y","N","1-Rain"
,"12/7/2014 16:46:34",2049,"Z200-Logan Town",2049128,,"2-Female",33,4,"3-Some junior high","2-Muslim","0-No","","0-No","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes",3,"0-No","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",800,"1-LD",8000,"1-LD","5-Unskilled manual","Y","Y","Y","Y","3-Many times","Y",7,7,2,2,2,4,3,,"Y","N","0-None"
,"12/7/2014 15:14:46",2049,"Z200-Logan Town",20491413,,"2-Female",19,6,"5-Some high school","1-Christian","","","","",,"2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;7-Weakness;12-Bleeding",14,"0-No","N","N","Y","Y",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"3-Community members","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,1,,"1-Just once or twice",0,"1-LD",3000,"1-LD","4-Skilled manual","Y","Y","Y","Y","2-Several times","Y",2,0,0,2,1,3,0,,"Y","Y","3-Spouse present"
,"12/7/2014 16:21:24",2049,"Z200-Logan Town",2049107,,"1-Male",56,12,"8-Completed university","1-Christian","","","","",,"1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes",21,"1-Yes","N","Y","N","N",,"0-Never",3,"Y","Y","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,2,,"4-Always",50,"2-USD",100,"2-USD","4-Skilled manual","N","Y","Y","Y","2-Several times","Y",7,3,0,7,2,3,0,,"Y","N","0-None"
,"12/7/2014 16:40:14",2049,"Z200-Logan Town",20491414,,"1-Male",72,10,"3-Some junior high","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;10-Red eyes;12-Bleeding",21,"1-Yes","N","Y","Y","Y",,"2-Several times",0,"","","","","Y","Y","","1-Clinic",,"1-Yes","1-Yes",0,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","1-Yes","0-No","0-No",0,0,,"2-Several times",0,"1-LD",0,"1-LD","5-Unskilled manual","N","N","Y","Y","2-Several times","Y",3,3,0,2,1,1,0,,"Y","N","3-Spouse present"
,"12/7/2014 10:41:08",2049,"Z200-Logan Town",2049101,,"1-Male",34,6,"7-Some university","2-Muslim","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;10-Red eyes",21,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","Y","Y","","1-Clinic",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,1,,"2-Several times",300,"1-LD",2000,"1-LD","0-None","N","Y","Y","Y","3-Many times","Y",4,3,0,3,99,99,99,,"Y","Y","0-None"
,"12/7/2014 12:25:24",2049,"Z200-Logan Town",2049103,,"2-Female",48,8,"0-None","2-Muslim","","","","",,"97-Dont know","97-Does not know",0,"0-No","N","N","N","N",,"0-Never",0,"","","","","N","","","",,"0-No","0-No",0,"88-Other","97-Do not know","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"0-Never",0,"1-LD",140,"2-USD","3-Sales and services","Y","Y","N","N","0-Never","N",0,2,0,1,99,99,99,,"N","Y","0-None"
,"12/7/2014 10:44:08",2049,"Z200-Logan Town",20491410,,"1-Male",45,8,"7-Some university","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;10-Red eyes",21,"1-Yes","N","Y","N","N",,"2-Several times",1,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","0-Disagree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,1,,"1-Just once or twice",0,"1-LD",0,"1-LD","1-Professional","N","Y","N","N","1-Just once or twice","Y",2,2,0,1,2,2,0,,"Y","N","0-None"
,"12/7/2014 11:36:00",2049,"Z200-Logan Town",2049102,,"1-Male",33,7,"6-Completed high school","2-Muslim","0-No","","0-No","",,"5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;3-Diarrhea;7-Weakness",7,"0-No","N","Y","Y","Y",,"0-Never",4,"Y","N","","88-Other","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","1-Yes","1-Yes","0-No",0,0,,"2-Several times",2000,"1-LD",5000,"1-LD","4-Skilled manual","Y","Y","Y","Y","2-Several times","Y",3,2,0,2,2,3,0,,"Y","Y","0-None"
,"12/7/2014 10:52:23",2049,"Z200-Logan Town",2049121,,"2-Female",51,8,"2-Completed ABC","1-Christian","0-No","","0-No","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness",30,"0-No","Y","Y","Y","N",,"2-Several times",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","97-Do not know","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",4000,"1-LD","5-Unskilled manual","Y","Y","Y","Y","0-Never","N",0,0,0,0,0,0,0,,"Y","N","0-None"
,"12/7/2014 13:14:56",2049,"Z200-Logan Town",2049104,,"2-Female",24,10,"6-Completed high school","1-Christian","","","","",,"97-Dont know","1-Vomiting;7-Weakness",0,"0-No","N","Y","N","N",,"1-Just once or twice",2,"N","","","","N","","","",,"0-No","0-No",0,"88-Other","0-Disagree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",400,"1-LD",0,"1-LD","3-Sales and services","N","N","N","N","2-Several times","Y",2,1,0,3,2,3,0,,"Y","N","0-None"
,"12/7/2014 12:36:47",2049,"Z200-Logan Town",20491411,,"2-Female",22,13,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;10-Red eyes",21,"1-Yes","Y","Y","N","N",,"0-Never",3,"N","","","","N","","","",,"","",,"","","","","","","","",,,,"",,"",,"","","","","","","","",,,,,,,,,"Y","N","2-Child present"
,"12/8/2014 13:03:13",2050,"Z200-Logan Town",2050195,,"1-Male",56,10,"5-Some high school","1-Christian","0-No","","0-No","",,"97-Dont know","1-Vomiting;2-Fever;3-Diarrhea;9-Rash;10-Red eyes",0,"0-No","N","Y","N","N",,"0-Never",6,"N","","","","N","","","",,"1-Yes","0-No",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",0,"88-N/A",0,"88-N/A","1-Professional","Y","Y","N","Y","0-Never","Y",0,0,0,0,2,3,0,,"Y","N","88-Other"
,"12/8/2014 9:14:01",2050,"Z200-Logan Town",2050152,,"2-Female",34,10,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;11-Hiccups",21,"1-Yes","N","Y","Y","N",,"0-Never",3,"Y","Y","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"4-Always",100,"1-LD",3000,"1-LD","4-Skilled manual","Y","Y","Y","Y","1-Just once or twice","Y",5,4,8,6,1,3,5,,"Y","N","0-None"
,"12/7/2014 17:00:45",2050,"Z200-Logan Town",2050112,,"2-Female",37,8,"1-Some ABC","1-Christian","","","","",,"1-Preparing or eating bush mea;4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes",7,"0-No","Y","Y","Y","N",,"2-Several times",3,"Y","N","","6-Family or self","Y","N","","",,"1-Yes","1-Yes",0,"","97-Do not know","97-Do not know","1-Yes","0-No","0-No","0-No","97-Do not know",0,7,,"2-Several times",0,"1-LD",1400,"1-LD","88-Other","Y","Y","Y","Y","3-Many times","Y",2,5,3,5,1,3,2,,"Y","N","2-Child present;88-Other"
,"12/8/2014 11:22:10",2050,"Z200-Logan Town",2050115,,"2-Female",33,5,"2-Completed ABC","1-Christian","","","","",,"97-Dont know","1-Vomiting;2-Fever;3-Diarrhea;12-Bleeding;18-Cough",3,"0-No","N","Y","Y","N",,"2-Several times",0,"","","","","Y","N","","",,"1-Yes","1-Yes",3,"1-Community leaders;4-NGOs","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,6,,"3-Many times",1500,"1-LD",3000,"1-LD","88-Other","Y","Y","Y","Y","2-Several times","Y",6,1,4,6,1,3,6,,"Y","Y","0-None"
,"12/8/2014 9:37:49",2050,"Z200-Logan Town",2050114,,"2-Female",51,16,"1-Some ABC","1-Christian","","","","",,"97-Dont know","97-Does not know",0,"0-No","Y","N","Y","N",,"3-Many times",4,"Y","Y","","","Y","Y","","2-Hospital",,"1-Yes","0-No",0,"","97-Do not know","1-Agree","1-Yes","0-No","0-No","0-No","1-Yes",0,2,,"3-Many times",500,"1-LD",1600,"1-LD","88-Other","Y","Y","N","N","1-Just once or twice","Y",0,7,1,4,1,3,0,,"Y","Y","2-Child present;88-Other"
